material1,material2,relationship_type,confidence,page_reference
Copper,Tellurium,electronics_coproduction,high,192
Copper,Tin,electronics_coproduction,high,199
Copper,Titanium,electronics_coproduction,high,27
Copper,Tungsten,electronics_coproduction,high,27
Dysprosium,Gold,electronics_coproduction,high,29
Dysprosium,Iron,electronics_coproduction,high,29
Dysprosium,Lanthanum,electronics_coproduction,high,156
Dysprosium,Lead,electronics_coproduction,high,75
Dysprosium,Manganese,electronics_coproduction,high,75
Dysprosium,Molybdenum,electronics_coproduction,high,156
Dysprosium,Neodymium,electronics_coproduction,high,27
Dysprosium,Nickel,electronics_coproduction,high,27
Dysprosium,Praseodymium,electronics_coproduction,high,29
Dysprosium,Rare Earths,electronics_coproduction,high,29
Dysprosium,Silver,electronics_coproduction,high,27
Dysprosium,Steel,electronics_coproduction,high,27
Dysprosium,Strontium,electronics_coproduction,high,75
Dysprosium,Tantalum,electronics_coproduction,high,27
Dysprosium,Terbium,electronics_coproduction,high,29
Dysprosium,Titanium,electronics_coproduction,high,27
Dysprosium,Tungsten,electronics_coproduction,high,27
Dysprosium,Vanadium,electronics_coproduction,high,75
Gallium,Germanium,electronics_coproduction,high,27
Gallium,Helium,electronics_coproduction,high,49
Gallium,Indium,electronics_coproduction,high,49
Gallium,Molybdenum,electronics_coproduction,high,49
Gallium,Neodymium,electronics_coproduction,high,27
Gallium,Nickel,electronics_coproduction,high,27
Gallium,Nitrogen,electronics_coproduction,high,91
Gallium,Selenium,electronics_coproduction,high,172
Gallium,Silicon,electronics_coproduction,high,49
Gallium,Silver,electronics_coproduction,high,172
Gallium,Tantalum,electronics_coproduction,high,48
Gallium,Tellurium,electronics_coproduction,high,193
Gallium,Titanium,electronics_coproduction,high,27
Gallium,Tungsten,electronics_coproduction,high,48
Germanium,Gold,electronics_coproduction,high,93
Germanium,Graphite,electronics_coproduction,high,27
Germanium,Indium,electronics_coproduction,medium,93
Germanium,Molybdenum,electronics_coproduction,high,92
Germanium,Neodymium,electronics_coproduction,high,27
Germanium,Nickel,electronics_coproduction,high,27
Germanium,Silicon,electronics_coproduction,high,175
Germanium,Silver,electronics_coproduction,high,92
Germanium,Tantalum,electronics_coproduction,high,48
Germanium,Titanium,electronics_coproduction,high,27
Germanium,Tungsten,electronics_coproduction,high,48
Gold,Indium,electronics_coproduction,high,49
Gold,Iron,electronics_coproduction,high,29
Gold,Lead,electronics_coproduction,high,49
Gold,Molybdenum,electronics_coproduction,high,30
Gold,Neodymium,electronics_coproduction,high,29
Gold,Nickel,electronics_coproduction,high,30
Gold,Palladium,electronics_coproduction,high,95
Gold,Rare Earths,electronics_coproduction,high,30
Gold,Rhenium,electronics_coproduction,high,160
Gold,Silver,electronics_coproduction,high,29
Gold,Tantalum,electronics_coproduction,high,30
Gold,Tellurium,electronics_coproduction,high,192
Gold,Titanium,electronics_coproduction,high,29
Gold,Tungsten,electronics_coproduction,high,30
Graphite,Neodymium,electronics_coproduction,high,27
Graphite,Nickel,electronics_coproduction,high,27
Graphite,Titanium,electronics_coproduction,high,27
Helium,Indium,electronics_coproduction,high,49
Helium,Molybdenum,electronics_coproduction,high,49
Helium,Neodymium,electronics_coproduction,high,49
Helium,Nickel,electronics_coproduction,high,49
Helium,Silicon,electronics_coproduction,high,49
Helium,Tantalum,electronics_coproduction,high,49
Helium,Titanium,electronics_coproduction,high,49
Helium,Tungsten,electronics_coproduction,high,49
Indium,Lead,electronics_coproduction,high,49
Indium,Molybdenum,electronics_coproduction,high,49
Indium,Neodymium,electronics_coproduction,high,27
Indium,Nickel,electronics_coproduction,high,49
Indium,Rare Earths,electronics_coproduction,high,27
Indium,Selenium,electronics_coproduction,high,172
Indium,Silicon,electronics_coproduction,high,49
Indium,Silver,electronics_coproduction,high,27
Indium,Tantalum,electronics_coproduction,high,27
Indium,Tellurium,electronics_coproduction,high,193
Indium,Thallium,electronics_coproduction,low,181
Indium,Tin,electronics_coproduction,high,59
Indium,Titanium,electronics_coproduction,high,27
Indium,Tungsten,electronics_coproduction,high,49
Iridium,Ruthenium,electronics_coproduction,high,141
Iron,Lead,electronics_coproduction,high,58
Iron,Manganese,electronics_coproduction,high,75
Iron,Molybdenum,electronics_coproduction,high,58
Iron,Neodymium,electronics_coproduction,high,29
Iron,Nickel,electronics_coproduction,high,58
Iron,Praseodymium,electronics_coproduction,high,29
Iron,Rare Earths,electronics_coproduction,high,29
Iron,Silver,electronics_coproduction,high,29
Iron,Strontium,electronics_coproduction,high,75
Iron,Tantalum,electronics_coproduction,high,29
Iron,Terbium,electronics_coproduction,high,29
Iron,Titanium,electronics_coproduction,high,29
Iron,Tungsten,electronics_coproduction,high,29
Iron,Vanadium,electronics_coproduction,high,75
Lanthanum,Molybdenum,electronics_coproduction,high,156
Lanthanum,Neodymium,electronics_coproduction,high,156
Lanthanum,Nickel,electronics_coproduction,high,156
Lanthanum,Praseodymium,electronics_coproduction,high,156
Lanthanum,Rare Earths,electronics_coproduction,high,156
Lanthanum,Silver,electronics_coproduction,high,156
Lanthanum,Tantalum,electronics_coproduction,high,156
Lanthanum,Titanium,electronics_coproduction,high,156
Lanthanum,Tungsten,electronics_coproduction,high,156
Lead,Manganese,electronics_coproduction,high,75
Lead,Molybdenum,electronics_coproduction,high,27
Lead,Neodymium,electronics_coproduction,high,27
Lead,Nickel,electronics_coproduction,high,27
Lead,Rare Earths,electronics_coproduction,high,58
Lead,Selenium,electronics_coproduction,high,59
Lead,Silver,electronics_coproduction,high,75
Lead,Steel,electronics_coproduction,high,119
Lead,Strontium,electronics_coproduction,high,75
Lead,Tantalum,electronics_coproduction,high,27
Lead,Tellurium,electronics_coproduction,high,59
Lead,Tin,electronics_coproduction,high,59
Lead,Titanium,electronics_coproduction,high,27
Lead,Tungsten,electronics_coproduction,high,49
Lead,Vanadium,electronics_coproduction,high,75
Lead,Zinc,electronics_coproduction,high,119
Manganese,Neodymium,electronics_coproduction,high,75
Manganese,Nickel,electronics_coproduction,high,75
Manganese,Silver,electronics_coproduction,high,75
Manganese,Strontium,electronics_coproduction,high,75
Manganese,Titanium,electronics_coproduction,high,75
Manganese,Vanadium,electronics_coproduction,high,75
Molybdenum,Neodymium,electronics_coproduction,high,27
Molybdenum,Nickel,electronics_coproduction,high,27
Molybdenum,Niobium,electronics_coproduction,high,191
Molybdenum,Platinum,electronics_coproduction,high,191
Molybdenum,Praseodymium,electronics_coproduction,high,156
Molybdenum,Rare Earths,electronics_coproduction,high,30
Molybdenum,Rhenium,electronics_coproduction,high,160
Molybdenum,Silicon,electronics_coproduction,high,49
Molybdenum,Silver,electronics_coproduction,high,27
Molybdenum,Steel,electronics_coproduction,high,119
Molybdenum,Tantalum,electronics_coproduction,high,27
Molybdenum,Tellurium,electronics_coproduction,high,27
Molybdenum,Terbium,electronics_coproduction,high,158
Molybdenum,Tin,electronics_coproduction,high,119
Molybdenum,Titanium,electronics_coproduction,high,27
Molybdenum,Tungsten,electronics_coproduction,high,30
Molybdenum,Zinc,electronics_coproduction,high,119
Molybdenum,Zirconium,electronics_coproduction,high,191
Neodymium,Nickel,electronics_coproduction,high,27
Neodymium,Niobium,electronics_coproduction,high,27
Neodymium,Phosphate,electronics_coproduction,high,27
Neodymium,Platinum,electronics_coproduction,high,191
Neodymium,Praseodymium,electronics_coproduction,high,29
Neodymium,Quartz,electronics_coproduction,high,154
Neodymium,Rare Earths,electronics_coproduction,high,27
Neodymium,Rhenium,electronics_coproduction,high,160
Neodymium,Scandium,electronics_coproduction,high,27
Neodymium,Selenium,electronics_coproduction,high,59
Neodymium,Silicon,electronics_coproduction,high,27
Neodymium,Silver,electronics_coproduction,high,27
Neodymium,Steel,electronics_coproduction,high,27
Neodymium,Strontium,electronics_coproduction,high,75
Neodymium,Tantalum,electronics_coproduction,high,27
Neodymium,Tellurium,electronics_coproduction,high,27
Neodymium,Terbium,electronics_coproduction,high,29
Neodymium,Tin,electronics_coproduction,high,59
Neodymium,Titanium,electronics_coproduction,high,27
Neodymium,Tungsten,electronics_coproduction,high,27
Neodymium,Vanadium,electronics_coproduction,high,75
Neodymium,Zinc,electronics_coproduction,high,119
Neodymium,Zirconium,electronics_coproduction,high,191
Nickel,Niobium,electronics_coproduction,high,27
Nickel,Phosphate,electronics_coproduction,high,27
Nickel,Platinum,electronics_coproduction,high,191
Nickel,Praseodymium,electronics_coproduction,high,156
Nickel,Quartz,electronics_coproduction,high,154
Nickel,Rare Earths,electronics_coproduction,high,30
Nickel,Rhenium,electronics_coproduction,high,160
Nickel,Selenium,electronics_coproduction,high,59
Nickel,Silicon,electronics_coproduction,high,49
Nickel,Silver,electronics_coproduction,high,27
Nickel,Steel,electronics_coproduction,high,119
Nickel,Strontium,electronics_coproduction,high,75
Nickel,Tantalum,electronics_coproduction,high,27
Nickel,Tellurium,electronics_coproduction,high,59
Nickel,Terbium,electronics_coproduction,high,158
Nickel,Tin,electronics_coproduction,high,59
Nickel,Titanium,electronics_coproduction,high,27
Nickel,Tungsten,electronics_coproduction,high,30
Nickel,Vanadium,electronics_coproduction,high,75
Nickel,Zinc,electronics_coproduction,high,119
Nickel,Zirconium,electronics_coproduction,high,191
Niobium,Platinum,electronics_coproduction,high,191
Niobium,Steel,electronics_coproduction,high,191
Niobium,Tantalum,electronics_coproduction,high,27
Niobium,Titanium,electronics_coproduction,high,27
Niobium,Tungsten,electronics_coproduction,high,191
Niobium,Zirconium,electronics_coproduction,high,191
Palladium,Silver,electronics_coproduction,high,163
Phosphate,Silicon,electronics_coproduction,high,165
Phosphate,Tantalum,electronics_coproduction,high,27
Phosphate,Titanium,electronics_coproduction,high,27
Platinum,Steel,electronics_coproduction,high,191
Platinum,Tantalum,electronics_coproduction,high,191
Platinum,Titanium,electronics_coproduction,high,191
Platinum,Zirconium,electronics_coproduction,high,191
Praseodymium,Rare Earths,electronics_coproduction,high,29
Praseodymium,Silver,electronics_coproduction,high,29
Praseodymium,Tantalum,electronics_coproduction,high,29
Praseodymium,Terbium,electronics_coproduction,high,29
Praseodymium,Titanium,electronics_coproduction,high,29
Praseodymium,Tungsten,electronics_coproduction,high,29
Quartz,Silicon,electronics_coproduction,high,154
Quartz,Tantalum,electronics_coproduction,high,154
Quartz,Titanium,electronics_coproduction,high,154
Quartz,Tungsten,electronics_coproduction,high,154
Rare Earths,Rhenium,electronics_coproduction,high,160
Rare Earths,Selenium,electronics_coproduction,high,59
Rare Earths,Silicon,electronics_coproduction,high,174
Rare Earths,Silver,electronics_coproduction,high,27
Rare Earths,Steel,electronics_coproduction,high,119
Rare Earths,Strontium,electronics_coproduction,high,75
Rare Earths,Tantalum,electronics_coproduction,high,27
Rare Earths,Tellurium,electronics_coproduction,high,59
Rare Earths,Terbium,electronics_coproduction,high,29
Rare Earths,Tin,electronics_coproduction,high,119
Rare Earths,Titanium,electronics_coproduction,high,27
Rare Earths,Tungsten,electronics_coproduction,high,29
Rare Earths,Yttrium,electronics_coproduction,high,195
Rare Earths,Zinc,electronics_coproduction,high,119
Rhenium,Silver,electronics_coproduction,high,160
Rhenium,Tantalum,electronics_coproduction,high,160
Rhenium,Titanium,electronics_coproduction,high,160
Rhenium,Tungsten,electronics_coproduction,high,160
Scandium,Silver,electronics_coproduction,high,27
Scandium,Tantalum,electronics_coproduction,high,27
Scandium,Titanium,electronics_coproduction,high,27
Selenium,Tantalum,electronics_coproduction,high,59
Selenium,Tellurium,electronics_coproduction,high,59
Selenium,Titanium,electronics_coproduction,high,59
Selenium,Tungsten,electronics_coproduction,high,59
Silicon,Silver,electronics_coproduction,high,27
Silicon,Steel,electronics_coproduction,high,49
Silicon,Tantalum,electronics_coproduction,high,27
Silicon,Tellurium,electronics_coproduction,high,193
Silicon,Titanium,electronics_coproduction,high,27
Silicon,Tungsten,electronics_coproduction,high,27
Silver,Steel,electronics_coproduction,high,27
Silver,Strontium,electronics_coproduction,high,75
Silver,Tantalum,electronics_coproduction,high,27
Silver,Tellurium,electronics_coproduction,high,27
Silver,Terbium,electronics_coproduction,high,29
Silver,Titanium,electronics_coproduction,high,27
Silver,Tungsten,electronics_coproduction,high,27
Silver,Vanadium,electronics_coproduction,high,75
Steel,Tantalum,electronics_coproduction,high,27
Steel,Tin,electronics_coproduction,high,199
Steel,Titanium,electronics_coproduction,high,27
Steel,Tungsten,electronics_coproduction,high,49
Steel,Zinc,electronics_coproduction,high,119
Steel,Zirconium,electronics_coproduction,high,191
Strontium,Titanium,electronics_coproduction,high,75
Strontium,Vanadium,electronics_coproduction,high,75
Tantalum,Tellurium,electronics_coproduction,high,27
Tantalum,Terbium,electronics_coproduction,high,29
Tantalum,Tin,electronics_coproduction,high,59
Tantalum,Titanium,electronics_coproduction,high,27
Tantalum,Tungsten,electronics_coproduction,high,27
Tantalum,Zirconium,electronics_coproduction,high,191
Tellurium,Titanium,electronics_coproduction,high,27
Tellurium,Tungsten,electronics_coproduction,high,59
Terbium,Titanium,electronics_coproduction,high,29
Terbium,Tungsten,electronics_coproduction,high,29
Tin,Titanium,electronics_coproduction,high,59
Tin,Tungsten,electronics_coproduction,high,59
Titanium,Tungsten,electronics_coproduction,high,27
Titanium,Vanadium,electronics_coproduction,high,75
Titanium,Zinc,electronics_coproduction,high,119
Titanium,Zirconium,electronics_coproduction,high,191
Tungsten,Zinc,electronics_coproduction,high,119
Aluminum,Cadmium,functional_coating,high,217
Aluminum,Chromium,functional_coating,medium,61
Aluminum,Magnesium,functional_coating,high,217
Aluminum,Nickel,functional_coating,medium,133
Aluminum,Selenium,functional_coating,medium,163
Aluminum,Steel,functional_coating,high,43
Aluminum,Titanium,functional_coating,medium,43
Aluminum,Zinc,functional_coating,high,217
Antimony,Indium,functional_coating,high,103
Antimony,Tin,functional_coating,high,103
Bismuth,Copper,functional_coating,medium,51
Bismuth,Steel,functional_coating,medium,51
Boron,Steel,functional_coating,medium,53
Boron,Tungsten,functional_coating,medium,53
Cadmium,Cerium,functional_coating,high,65
Cadmium,Lithium,functional_coating,high,65
Cadmium,Magnesium,functional_coating,high,217
Cadmium,Nickel,functional_coating,high,64
Cadmium,Steel,functional_coating,high,57
Cadmium,Zinc,functional_coating,high,64
Cement,Fluorspar,functional_coating,high,84
Cement,Iron,functional_coating,high,84
Cement,Steel,functional_coating,high,84
Cerium,Nickel,functional_coating,high,65
Cerium,Steel,functional_coating,medium,151
Cerium,Zinc,functional_coating,high,65
Chromium,Copper,functional_coating,medium,61
Chromium,Steel,functional_coating,high,61
Cobalt,Steel,functional_coating,high,71
Cobalt,Tungsten,functional_coating,high,71
Copper,Gold,functional_coating,high,95
Copper,Indium,functional_coating,high,99
Copper,Lead,functional_coating,medium,113
Copper,Nickel,functional_coating,high,133
Copper,Silver,functional_coating,high,163
Copper,Tin,functional_coating,high,181
Copper,Zinc,functional_coating,high,30
Fluorspar,Iron,functional_coating,high,84
Fluorspar,Steel,functional_coating,high,84
Gold,Nickel,functional_coating,medium,95
Gold,Silver,functional_coating,medium,95
Hafnium,Zirconium,functional_coating,high,105
Indium,Steel,functional_coating,medium,99
Indium,Tin,functional_coating,high,103
Iridium,Titanium,functional_coating,high,141
Iron,Steel,functional_coating,high,27
Iron,Yttrium,functional_coating,high,27
Iron,Zinc,functional_coating,high,197
Iron,Zirconium,functional_coating,high,27
Lanthanum,Nickel,functional_coating,medium,151
Lithium,Nickel,functional_coating,high,65
Lithium,Zinc,functional_coating,high,65
Magnesium,Zinc,functional_coating,high,217
Molybdenum,Steel,functional_coating,high,127
Molybdenum,Titanium,functional_coating,medium,127
Nickel,Rhenium,functional_coating,high,157
Nickel,Steel,functional_coating,high,133
Nickel,Zinc,functional_coating,high,197
Platinum,Titanium,functional_coating,high,141
Silver,Steel,functional_coating,high,177
Silver,Tantalum,functional_coating,high,177
Silver,Titanium,functional_coating,high,177
Steel,Tantalum,functional_coating,high,177
Steel,Tin,functional_coating,high,181
Steel,Titanium,functional_coating,high,183
Steel,Yttrium,functional_coating,high,27
Steel,Zinc,functional_coating,high,197
Steel,Zirconium,functional_coating,high,27
Tantalum,Titanium,functional_coating,high,177
Titanium,Tungsten,functional_coating,medium,183
Yttrium,Zinc,functional_coating,high,27
Zinc,Zirconium,functional_coating,high,27
Antimony,Arsenic,geopolitical_supply_risk,high,12
Antimony,Barite,geopolitical_supply_risk,high,12
Antimony,Bismuth,geopolitical_supply_risk,high,12
Antimony,Cesium,geopolitical_supply_risk,high,12
Antimony,Fluorspar,geopolitical_supply_risk,high,12
Antimony,Gallium,geopolitical_supply_risk,high,12
Antimony,Germanium,geopolitical_supply_risk,high,12
Antimony,Graphite,geopolitical_supply_risk,high,12
Antimony,Indium,geopolitical_supply_risk,high,12
Antimony,Magnesium,geopolitical_supply_risk,high,12
Antimony,Manganese,geopolitical_supply_risk,high,12
Antimony,Molybdenum,geopolitical_supply_risk,high,12
Antimony,Rare Earths,geopolitical_supply_risk,high,12
Antimony,Rubidium,geopolitical_supply_risk,high,12
Antimony,Scandium,geopolitical_supply_risk,high,12
Antimony,Silicon,geopolitical_supply_risk,high,12
Antimony,Tungsten,geopolitical_supply_risk,high,12
Antimony,Vanadium,geopolitical_supply_risk,high,12
Antimony,Yttrium,geopolitical_supply_risk,high,12
Arsenic,Barite,geopolitical_supply_risk,high,12
Arsenic,Bismuth,geopolitical_supply_risk,high,12
Arsenic,Cesium,geopolitical_supply_risk,high,12
Arsenic,Fluorspar,geopolitical_supply_risk,high,12
Arsenic,Gallium,geopolitical_supply_risk,high,12
Arsenic,Germanium,geopolitical_supply_risk,high,12
Arsenic,Graphite,geopolitical_supply_risk,high,12
Arsenic,Indium,geopolitical_supply_risk,high,12
Arsenic,Magnesium,geopolitical_supply_risk,high,12
Arsenic,Manganese,geopolitical_supply_risk,high,12
Arsenic,Molybdenum,geopolitical_supply_risk,high,12
Arsenic,Rare Earths,geopolitical_supply_risk,high,12
Arsenic,Rubidium,geopolitical_supply_risk,high,12
Arsenic,Scandium,geopolitical_supply_risk,high,12
Arsenic,Silicon,geopolitical_supply_risk,high,12
Arsenic,Tungsten,geopolitical_supply_risk,high,12
Arsenic,Vanadium,geopolitical_supply_risk,high,12
Arsenic,Yttrium,geopolitical_supply_risk,high,12
Barite,Bismuth,geopolitical_supply_risk,high,12
Barite,Cesium,geopolitical_supply_risk,high,12
Barite,Fluorspar,geopolitical_supply_risk,high,12
Barite,Gallium,geopolitical_supply_risk,high,12
Barite,Germanium,geopolitical_supply_risk,high,12
Barite,Graphite,geopolitical_supply_risk,high,12
Barite,Indium,geopolitical_supply_risk,high,12
Barite,Magnesium,geopolitical_supply_risk,high,12
Barite,Manganese,geopolitical_supply_risk,high,12
Barite,Molybdenum,geopolitical_supply_risk,high,12
Barite,Rare Earths,geopolitical_supply_risk,high,12
Barite,Rubidium,geopolitical_supply_risk,high,12
Barite,Scandium,geopolitical_supply_risk,high,12
Barite,Silicon,geopolitical_supply_risk,high,12
Barite,Tungsten,geopolitical_supply_risk,high,12
Barite,Vanadium,geopolitical_supply_risk,high,12
Barite,Yttrium,geopolitical_supply_risk,high,12
Bismuth,Cesium,geopolitical_supply_risk,high,12
Bismuth,Fluorspar,geopolitical_supply_risk,high,12
Bismuth,Gallium,geopolitical_supply_risk,high,12
Bismuth,Germanium,geopolitical_supply_risk,high,12
Bismuth,Graphite,geopolitical_supply_risk,high,12
Bismuth,Indium,geopolitical_supply_risk,high,12
Bismuth,Magnesium,geopolitical_supply_risk,high,12
Bismuth,Manganese,geopolitical_supply_risk,high,12
Bismuth,Molybdenum,geopolitical_supply_risk,high,12
Bismuth,Rare Earths,geopolitical_supply_risk,high,12
Bismuth,Rubidium,geopolitical_supply_risk,high,12
Bismuth,Scandium,geopolitical_supply_risk,high,12
Bismuth,Silicon,geopolitical_supply_risk,high,12
Bismuth,Tungsten,geopolitical_supply_risk,high,12
Bismuth,Vanadium,geopolitical_supply_risk,high,12
Bismuth,Yttrium,geopolitical_supply_risk,high,12
Cesium,Fluorspar,geopolitical_supply_risk,high,12
Cesium,Gallium,geopolitical_supply_risk,high,12
Cesium,Germanium,geopolitical_supply_risk,high,12
Cesium,Graphite,geopolitical_supply_risk,high,12
Cesium,Indium,geopolitical_supply_risk,high,12
Cesium,Magnesium,geopolitical_supply_risk,high,12
Cesium,Manganese,geopolitical_supply_risk,high,12
Cesium,Molybdenum,geopolitical_supply_risk,high,12
Cesium,Rare Earths,geopolitical_supply_risk,high,12
Cesium,Rubidium,geopolitical_supply_risk,high,12
Cesium,Scandium,geopolitical_supply_risk,high,12
Cesium,Silicon,geopolitical_supply_risk,high,12
Cesium,Tungsten,geopolitical_supply_risk,high,12
Cesium,Vanadium,geopolitical_supply_risk,high,12
Cesium,Yttrium,geopolitical_supply_risk,high,12
Chromium,Iridium,geopolitical_supply_risk,high,12
Chromium,Manganese,geopolitical_supply_risk,high,12
Chromium,Palladium,geopolitical_supply_risk,high,12
Chromium,Platinum,geopolitical_supply_risk,high,12
Chromium,Rhodium,geopolitical_supply_risk,high,12
Chromium,Ruthenium,geopolitical_supply_risk,high,12
Chromium,Vanadium,geopolitical_supply_risk,high,12
Cobalt,Coltan,geopolitical_supply_risk,high,12
Cobalt,Tantalum,geopolitical_supply_risk,high,12
Coltan,Tantalum,geopolitical_supply_risk,high,12
Copper,Iodine,geopolitical_supply_risk,high,12
Copper,Lithium,geopolitical_supply_risk,high,12
Copper,Rhenium,geopolitical_supply_risk,high,12
Fluorspar,Gallium,geopolitical_supply_risk,high,12
Fluorspar,Germanium,geopolitical_supply_risk,high,12
Fluorspar,Graphite,geopolitical_supply_risk,high,12
Fluorspar,Indium,geopolitical_supply_risk,high,12
Fluorspar,Magnesium,geopolitical_supply_risk,high,12
Fluorspar,Manganese,geopolitical_supply_risk,high,12
Fluorspar,Molybdenum,geopolitical_supply_risk,high,12
Fluorspar,Rare Earths,geopolitical_supply_risk,high,12
Fluorspar,Rubidium,geopolitical_supply_risk,high,12
Fluorspar,Scandium,geopolitical_supply_risk,high,12
Fluorspar,Silicon,geopolitical_supply_risk,high,12
Fluorspar,Tungsten,geopolitical_supply_risk,high,12
Fluorspar,Vanadium,geopolitical_supply_risk,high,12
Fluorspar,Yttrium,geopolitical_supply_risk,high,12
Gallium,Germanium,geopolitical_supply_risk,high,12
Gallium,Graphite,geopolitical_supply_risk,high,12
Gallium,Indium,geopolitical_supply_risk,high,12
Gallium,Magnesium,geopolitical_supply_risk,high,12
Gallium,Manganese,geopolitical_supply_risk,high,12
Gallium,Molybdenum,geopolitical_supply_risk,high,12
Gallium,Rare Earths,geopolitical_supply_risk,high,12
Gallium,Rubidium,geopolitical_supply_risk,high,12
Gallium,Scandium,geopolitical_supply_risk,high,12
Gallium,Silicon,geopolitical_supply_risk,high,12
Gallium,Tungsten,geopolitical_supply_risk,high,12
Gallium,Vanadium,geopolitical_supply_risk,high,12
Gallium,Yttrium,geopolitical_supply_risk,high,12
Germanium,Graphite,geopolitical_supply_risk,high,12
Germanium,Indium,geopolitical_supply_risk,high,12
Germanium,Magnesium,geopolitical_supply_risk,high,12
Germanium,Manganese,geopolitical_supply_risk,high,12
Germanium,Molybdenum,geopolitical_supply_risk,high,12
Germanium,Rare Earths,geopolitical_supply_risk,high,12
Germanium,Rubidium,geopolitical_supply_risk,high,12
Germanium,Scandium,geopolitical_supply_risk,high,12
Germanium,Silicon,geopolitical_supply_risk,high,12
Germanium,Tungsten,geopolitical_supply_risk,high,12
Germanium,Vanadium,geopolitical_supply_risk,high,12
Germanium,Yttrium,geopolitical_supply_risk,high,12
Graphite,Indium,geopolitical_supply_risk,high,12
Graphite,Magnesium,geopolitical_supply_risk,high,12
Graphite,Manganese,geopolitical_supply_risk,high,12
Graphite,Molybdenum,geopolitical_supply_risk,high,12
Graphite,Rare Earths,geopolitical_supply_risk,high,12
Graphite,Rubidium,geopolitical_supply_risk,high,12
Graphite,Scandium,geopolitical_supply_risk,high,12
Graphite,Silicon,geopolitical_supply_risk,high,12
Graphite,Tungsten,geopolitical_supply_risk,high,12
Graphite,Vanadium,geopolitical_supply_risk,high,12
Graphite,Yttrium,geopolitical_supply_risk,high,12
Indium,Magnesium,geopolitical_supply_risk,high,12
Indium,Manganese,geopolitical_supply_risk,high,12
Indium,Molybdenum,geopolitical_supply_risk,high,12
Indium,Rare Earths,geopolitical_supply_risk,high,12
Indium,Rubidium,geopolitical_supply_risk,high,12
Indium,Scandium,geopolitical_supply_risk,high,12
Indium,Silicon,geopolitical_supply_risk,high,12
Indium,Tungsten,geopolitical_supply_risk,high,12
Indium,Vanadium,geopolitical_supply_risk,high,12
Indium,Yttrium,geopolitical_supply_risk,high,12
Iodine,Lithium,geopolitical_supply_risk,high,12
Iodine,Rhenium,geopolitical_supply_risk,high,12
Iridium,Manganese,geopolitical_supply_risk,high,12
Iridium,Palladium,geopolitical_supply_risk,high,12
Iridium,Platinum,geopolitical_supply_risk,high,12
Iridium,Rhodium,geopolitical_supply_risk,high,12
Iridium,Ruthenium,geopolitical_supply_risk,high,12
Iridium,Vanadium,geopolitical_supply_risk,high,12
Lithium,Rhenium,geopolitical_supply_risk,high,12
Magnesium,Manganese,geopolitical_supply_risk,high,12
Magnesium,Molybdenum,geopolitical_supply_risk,high,12
Magnesium,Rare Earths,geopolitical_supply_risk,high,12
Magnesium,Rubidium,geopolitical_supply_risk,high,12
Magnesium,Scandium,geopolitical_supply_risk,high,12
Magnesium,Silicon,geopolitical_supply_risk,high,12
Magnesium,Tungsten,geopolitical_supply_risk,high,12
Magnesium,Vanadium,geopolitical_supply_risk,high,12
Magnesium,Yttrium,geopolitical_supply_risk,high,12
Manganese,Molybdenum,geopolitical_supply_risk,high,12
Manganese,Palladium,geopolitical_supply_risk,high,12
Manganese,Platinum,geopolitical_supply_risk,high,12
Manganese,Rare Earths,geopolitical_supply_risk,high,12
Manganese,Rhodium,geopolitical_supply_risk,high,12
Manganese,Rubidium,geopolitical_supply_risk,high,12
Manganese,Ruthenium,geopolitical_supply_risk,high,12
Manganese,Scandium,geopolitical_supply_risk,high,12
Manganese,Silicon,geopolitical_supply_risk,high,12
Manganese,Tungsten,geopolitical_supply_risk,high,12
Manganese,Vanadium,geopolitical_supply_risk,high,12
Manganese,Yttrium,geopolitical_supply_risk,high,12
Molybdenum,Rare Earths,geopolitical_supply_risk,high,12
Molybdenum,Rubidium,geopolitical_supply_risk,high,12
Molybdenum,Scandium,geopolitical_supply_risk,high,12
Molybdenum,Silicon,geopolitical_supply_risk,high,12
Molybdenum,Tungsten,geopolitical_supply_risk,high,12
Molybdenum,Vanadium,geopolitical_supply_risk,high,12
Molybdenum,Yttrium,geopolitical_supply_risk,high,12
Nickel,Palladium,geopolitical_supply_risk,high,12
Nickel,Platinum,geopolitical_supply_risk,high,12
Niobium,Tantalum,geopolitical_supply_risk,high,12
Palladium,Platinum,geopolitical_supply_risk,high,12
Palladium,Rhodium,geopolitical_supply_risk,high,12
Palladium,Ruthenium,geopolitical_supply_risk,high,12
Palladium,Vanadium,geopolitical_supply_risk,high,12
Platinum,Rhodium,geopolitical_supply_risk,high,12
Platinum,Ruthenium,geopolitical_supply_risk,high,12
Platinum,Vanadium,geopolitical_supply_risk,high,12
Rare Earths,Rubidium,geopolitical_supply_risk,high,12
Rare Earths,Scandium,geopolitical_supply_risk,high,12
Rare Earths,Silicon,geopolitical_supply_risk,high,12
Rare Earths,Tungsten,geopolitical_supply_risk,high,12
Rare Earths,Vanadium,geopolitical_supply_risk,high,12
Rare Earths,Yttrium,geopolitical_supply_risk,high,12
Rhodium,Ruthenium,geopolitical_supply_risk,high,12
Rhodium,Vanadium,geopolitical_supply_risk,high,12
Rubidium,Scandium,geopolitical_supply_risk,high,12
Rubidium,Silicon,geopolitical_supply_risk,high,12
Rubidium,Tungsten,geopolitical_supply_risk,high,12
